Customer ID,Recency,Frequency,Monetary,Churn,avg_quantity_per_order,max_quantity,min_quantity,std_quantity,total_items_purchased,unique_products,unique_invoices,total_revenue,avg_order_value,max_order_value,min_order_value,std_order_value,revenue_per_item,active_days,active_months,customer_tenure_days,days_since_first_purchase,purchase_span_days,avg_days_between_orders,order_consistency,spend_consistency
12361.0,287,1,33.35,1,9.1,12,1,3.6651512019742554,91,10,1,33.35,3.335,15.0,1.65,4.129571540863665,0.3664835164835165,1,1,0,287,0,0.0,1.0,0.6501517667572069
12362.0,3,10,1048.29,0,8.3796992481203,36,1,5.839569115643449,2229,201,10,1048.29,3.94093984962406,29.95,0.12,4.1170938940249275,0.47029609690444146,10,8,292,296,292,32.44444444444444,0.03424657534246575,0.7701519517212247
12363.0,110,2,53.17,1,17.73913043478261,36,2,9.250146884850228,408,23,2,53.17,2.3117391304347827,7.95,0.55,2.4585576928056323,0.13031862745098038,2,2,132,242,132,132.0,0.015151515151515152,0.668411325114969
12364.0,8,4,162.37,0,17.71764705882353,180,1,19.43586018329073,1506,70,4,162.37,1.910235294117647,15.0,0.36,3.29279551823826,0.10781540504648075,4,4,104,112,104,34.666666666666664,0.038461538461538464,0.4449863232483054
12365.0,291,2,377.31,1,7.909090909090909,12,1,3.926819759030636,174,22,2,377.31,17.150454545454547,320.69,0.42,67.84281008873329,2.168448275862069,2,1,0,291,0,0.0,2.0,0.24912484721859668
12367.0,4,1,35.2,0,15.727272727272727,60,1,16.67987355522163,173,11,1,35.2,3.2,18.0,0.21,5.0844311382887275,0.20346820809248556,1,1,0,4,0,0.0,1.0,0.525932486911178
12370.0,51,4,463.9,0,14.168674698795181,288,1,32.68020224599279,2352,143,4,463.9,2.794578313253012,40.0,0.21,3.391570048939011,0.19723639455782313,4,3,309,360,309,103.0,0.012944983818770227,0.6363506176858487
12371.0,45,2,244.08,0,9.380952380952381,36,3,5.971514562915777,591,63,2,244.08,3.8742857142857146,40.0,0.39,5.051917462318931,0.41299492385786807,2,1,14,60,14,14.0,0.14285714285714285,0.6401749095899257
12372.0,72,3,156.07,0,15.26923076923077,36,2,9.838131865977811,794,34,3,156.07,3.001346153846154,18.0,0.42,3.880862057481637,0.1965617128463476,3,3,224,297,224,112.0,0.013392857142857142,0.6149213230161946
12373.0,311,1,64.15,1,14.071428571428571,30,1,7.7901741435486,197,14,1,64.15,4.582142857142857,40.0,0.85,10.219544005009698,0.3256345177664975,1,1,0,311,0,0.0,1.0,0.4084072271651023
12374.0,25,1,139.25,0,10.363636363636363,24,2,6.527912098338669,342,33,1,139.25,4.21969696969697,40.0,0.42,7.309977549917853,0.4071637426900585,1,1,0,25,0,0.0,1.0,0.5077868074070407
12375.0,11,2,117.52000000000001,0,10.470588235294118,30,1,7.220782913393322,178,14,2,117.52000000000001,6.912941176470589,40.0,0.85,12.565686792166337,0.6602247191011237,2,2,87,98,87,87.0,0.022988505747126436,0.5095902096503176
12377.0,315,2,209.35,1,12.25974025974026,24,2,6.885152976557214,944,72,2,209.35,2.718831168831169,40.0,0.21,4.650517224778668,0.22176906779661015,2,2,39,355,39,39.0,0.05128205128205128,0.48116500856037403
12378.0,130,1,656.44,1,11.547945205479452,288,1,20.26841065621806,2529,219,1,656.44,2.9974429223744297,16.95,0.21,2.996434707163832,0.2595650454725188,1,1,0,130,0,0.0,1.0,0.7500292490707645
12379.0,82,2,114.65,0,10.175,48,2,7.167903888435319,407,39,2,114.65,2.86625,15.0,0.55,3.0531376777812,0.28169533169533173,2,2,88,170,88,88.0,0.022727272727272728,0.7071681812617491
12380.0,22,4,351.38,0,10.836538461538462,48,2,9.036184624143818,1127,77,4,351.38,3.378653846153846,24.95,0.42,3.9072909338979334,0.3117834960070985,4,4,164,186,164,54.666666666666664,0.024390243902439025,0.6884967473224849
12381.0,5,5,407.44,0,9.28735632183908,36,1,7.115178740628606,808,70,5,407.44,4.683218390804598,40.0,0.39,7.387123853289851,0.5042574257425743,5,4,115,120,115,28.75,0.043478260869565216,0.5583819283850929
12383.0,185,5,305.61,1,15.474747474747474,144,1,18.710110458090504,1532,84,5,305.61,3.086969696969697,18.0,0.12,4.1245092359998266,0.19948433420365536,5,5,167,352,167,41.75,0.029940119760479042,0.6023932350992062
12384.0,29,2,212.74,0,4.666666666666667,12,1,3.3512339862756866,126,26,2,212.74,7.87925925925926,40.0,0.83,9.820554553480761,1.6884126984126986,2,2,92,122,92,92.0,0.021739130434782608,0.7281751799610544
12386.0,338,2,23.91,1,35.4,120,4,38.73614447630131,354,10,2,23.91,2.391,6.75,0.36,2.1980620252091767,0.06754237288135594,2,2,29,367,29,29.0,0.06896551724137931,0.7476402837570391
12388.0,16,6,277.77,0,14.62,96,3,14.77356361268945,1462,57,6,277.77,2.7777,11.15,0.19,1.8882758182152746,0.18999316005471956,6,6,311,327,311,62.2,0.01929260450160772,0.9617156306479062
12390.0,80,1,127.9,0,11.03125,36,1,9.454421648608518,353,32,1,127.9,3.996875,16.95,0.42,4.704499176320471,0.36232294617563743,1,1,0,80,0,0.0,1.0,0.7006530944190745
12391.0,22,1,224.76,0,3.150537634408602,28,1,5.289337586041539,293,92,1,224.76,2.416774193548387,16.95,0.21,2.204852928788598,0.767098976109215,1,1,0,22,0,0.0,1.0,0.7540983150393435
12393.0,72,4,145.9,0,12.75,48,3,8.427091610744066,816,47,4,145.9,2.2796875,4.95,0.55,1.0943113638773525,0.17879901960784314,4,3,260,333,260,86.66666666666667,0.015384615384615385,1.088514124174663
12394.0,64,2,91.00999999999999,0,30.333333333333332,256,2,65.8629112393544,819,26,2,91.00999999999999,3.3707407407407404,18.0,0.72,4.237259569694623,0.11112332112332111,2,2,153,217,153,153.0,0.013071895424836602,0.6436077295548831
12395.0,19,12,619.14,0,13.576923076923077,120,1,20.55395369282873,2118,91,12,619.14,3.9688461538461537,39.95,0.19,5.288353114160364,0.29232294617563737,12,8,351,371,351,31.90909090909091,0.03418803418803419,0.6311423804921114
12397.0,36,2,437.0,0,10.023809523809524,36,1,7.13466387235086,1263,110,2,437.0,3.4682539682539684,16.95,0.29,3.907965829812759,0.34600158353127475,2,2,99,135,99,99.0,0.020202020202020204,0.706658132619127
12398.0,46,1,169.38,0,16.4,36,4,8.449006704087427,1394,85,1,169.38,1.992705882352941,40.0,0.39,4.418517955646412,0.121506456241033,1,1,0,46,0,0.0,1.0,0.3677584717194533
12399.0,119,4,124.75999999999999,1,19.966101694915253,108,1,17.355279532310977,1178,47,4,124.75999999999999,2.1145762711864404,15.0,0.42,3.59063164265291,0.10590831918505941,4,4,142,262,142,47.333333333333336,0.028169014084507043,0.4606286096970381
12401.0,303,1,48.4,1,2.2,4,1,1.3038404810405297,11,5,1,48.4,9.68,15.0,3.75,4.7015423001393915,4.3999999999999995,1,1,0,303,0,0.0,1.0,1.6977862287829282
12402.0,323,1,36.2,1,8.545454545454545,12,2,3.110100846070312,94,11,1,36.2,3.290909090909091,15.0,1.65,3.9065853492415967,0.38510638297872346,1,1,0,323,0,0.0,1.0,0.6707126966450836
12403.0,50,1,35.400000000000006,0,19.2,40,2,17.23948955160796,96,5,1,35.400000000000006,7.080000000000001,18.0,4.15,6.1142865487315845,0.3687500000000001,1,1,0,50,0,0.0,1.0,0.9951806061652526
12405.0,149,1,191.39000000000001,1,15.87037037037037,48,2,13.692094257024982,857,54,1,191.39000000000001,3.5442592592592597,40.0,0.29,5.52973560453343,0.22332555425904319,1,1,0,149,0,0.0,1.0,0.5427875604639444
12406.0,22,2,261.14,0,17.314285714285713,100,4,11.571113141813942,1818,92,2,261.14,2.487047619047619,14.95,0.29,2.5465481628643007,0.14364136413641362,2,2,161,184,161,161.0,0.012422360248447204,0.7012586618981661
12407.0,50,5,251.59,0,18.38961038961039,272,1,32.064965240879935,1416,57,5,251.59,3.2674025974025973,18.0,0.12,4.190483392100111,0.17767655367231638,5,4,214,264,214,53.5,0.02336448598130841,0.6294987095759842
12408.0,33,5,317.4,0,13.41904761904762,64,2,11.482244614705845,1409,81,5,317.4,3.0228571428571427,16.95,0.12,3.507851280256277,0.22526614620298083,5,4,227,260,227,56.75,0.022026431718061675,0.6705760582867519
12409.0,79,3,389.62,0,50.92660550458716,144,1,35.73143299829228,5551,91,3,389.62,3.574495412844037,14.95,0.12,3.5360310681973006,0.0701891551071879,3,2,103,183,103,51.5,0.02912621359223301,0.78802269188703
12410.0,309,2,164.72,1,8.115384615384615,24,2,7.067259288164957,211,26,2,164.72,6.335384615384616,40.0,0.42,7.7426399791126705,0.7806635071090048,2,1,0,309,0,0.0,2.0,0.7246534948849194
12412.0,75,3,165.54,0,13.59016393442623,48,1,9.468151965370236,829,43,3,165.54,2.7137704918032783,18.0,0.29,3.6180087359091258,0.19968636911942098,3,3,94,169,94,47.0,0.031914893617021274,0.5876494928866849
12413.0,67,3,182.34,0,7.526315789473684,24,1,4.554396996934929,286,29,3,182.34,4.798421052631579,29.95,0.65,5.880625783171972,0.6375524475524476,3,3,270,337,270,135.0,0.011111111111111112,0.6973814888127087
12414.0,217,3,154.26,1,16.666666666666668,48,1,14.792684996705795,300,16,3,154.26,8.57,40.0,0.21,14.565386850943817,0.5142,3,3,93,310,93,46.5,0.03225806451612903,0.550580597968264
12415.0,24,21,2097.08,0,108.47765363128492,1152,1,110.41239062459383,77670,444,21,2097.08,2.9288826815642457,350.0,0.0,13.214084830615118,0.026999871250160935,20,11,313,338,313,15.65,0.0670926517571885,0.20605496002499218
12417.0,3,9,1024.8799999999999,0,8.083333333333334,50,1,8.691533663117402,1552,158,9,1024.8799999999999,5.337916666666666,29.95,0.19,5.252545614040316,0.660360824742268,9,8,354,358,354,44.25,0.025423728813559324,0.8537189484360069
12418.0,113,1,121.19,1,11.970588235294118,48,2,10.27053831204827,407,34,1,121.19,3.5644117647058824,9.95,0.29,3.2194345364369275,0.29776412776412775,1,1,0,113,0,0.0,1.0,0.8447605322289999
12420.0,64,1,136.51,0,11.89655172413793,96,1,18.970550160683658,345,29,1,136.51,4.707241379310345,16.95,0.12,4.092508745563326,0.3956811594202898,1,1,0,64,0,0.0,1.0,0.9243462533886402
12421.0,16,4,203.41,0,10.755555555555556,48,1,8.602736233726493,484,32,4,203.41,4.520222222222222,28.0,0.39,7.743129062386063,0.4202685950413223,4,4,303,319,303,101.0,0.013201320132013201,0.5170028018537131
12422.0,96,3,127.15,1,9.487179487179487,24,3,4.1540835639657345,370,39,3,127.15,3.26025641025641,40.0,0.75,6.334622693528457,0.3436486486486487,3,3,229,325,229,114.5,0.013100436681222707,0.4445022663719329
12423.0,1,8,364.2,0,10.712,24,1,6.483000102003752,1339,97,8,364.2,2.9135999999999997,16.95,0.29,4.1231729873813165,0.2719940253920836,8,8,352,354,352,50.285714285714285,0.022727272727272728,0.5687100566731539
12424.0,163,2,83.42,1,24.666666666666668,144,3,27.88069822176865,740,30,2,83.42,2.780666666666667,6.95,0.83,1.6074523285328703,0.11272972972972974,1,1,0,163,0,0.0,2.0,1.0664304908812114
12425.0,78,1,92.32,0,13.777777777777779,48,2,11.954941861867622,496,36,1,92.32,2.5644444444444443,12.75,0.42,2.484243425436685,0.18612903225806451,1,1,0,78,0,0.0,1.0,0.7360118485760043
12426.0,195,1,118.09,1,8.6,25,1,5.223290018818566,258,30,1,118.09,3.9363333333333332,18.0,0.1,4.266062937710336,0.45771317829457364,1,1,0,195,0,0.0,1.0,0.7474907497107955
12427.0,22,3,142.26,0,17.193548387096776,288,2,50.47205124610299,533,26,3,142.26,4.589032258064516,18.0,0.21,5.020608432476891,0.2669043151969981,3,3,349,372,349,174.5,0.008595988538681949,0.7622206807720558
12428.0,26,9,1360.46,0,12.02721088435374,48,2,8.981547696261616,3536,258,9,1360.46,4.627414965986395,275.6,0.12,16.930564000952696,0.3847454751131222,9,5,257,284,257,32.125,0.03501945525291829,0.2580741445578917
12429.0,9,4,352.18,0,16.051546391752577,120,2,14.725524279023011,1557,82,4,352.18,3.6307216494845362,28.0,0.29,4.200299653849782,0.22619139370584457,4,4,356,366,356,118.66666666666667,0.011235955056179775,0.6981754689456622
12430.0,43,1,68.48,0,10.636363636363637,24,1,5.835627254592728,117,11,1,68.48,6.225454545454546,40.0,0.42,11.685803663964549,0.5852991452991453,1,1,0,43,0,0.0,1.0,0.490741833183076
12431.0,36,15,882.74,0,12.374468085106383,336,1,30.728828220370755,2908,163,15,882.74,3.756340425531915,16.95,0.0,2.8670639652876764,0.3035557083906465,15,8,338,374,338,24.142857142857142,0.04437869822485207,0.9713675437619702
12432.0,43,5,1139.49,0,16.675925925925927,96,1,15.984705718018649,1801,107,5,1139.49,10.550833333333333,700.0,0.29,67.34581983190773,0.6326985008328706,5,2,129,172,129,32.25,0.03875968992248062,0.15437423033745806
12433.0,1,7,920.95,0,26.35952380952381,240,2,29.70598614989673,11071,219,7,920.95,2.1927380952380955,14.95,0.1,2.246997652764369,0.08318580074067383,7,5,372,373,372,62.0,0.01881720430107527,0.6753124977997081
12434.0,85,2,183.63,0,7.88,24,2,5.340029809593476,394,46,2,183.63,3.6726,9.95,0.39,2.9911453065503117,0.46606598984771574,2,2,175,260,175,175.0,0.011428571428571429,0.9201869934358161
12435.0,80,2,197.25,0,57.083333333333336,240,8,44.480091854992516,2055,31,2,197.25,5.479166666666667,14.95,1.06,4.3258606905777395,0.09598540145985401,2,2,188,268,188,188.0,0.010638297872340425,1.0287852020538482
12436.0,100,1,84.28,1,13.1875,24,2,7.884319881892161,211,16,1,84.28,5.2675,40.0,0.55,9.468541950409612,0.39943127962085306,1,1,0,100,0,0.0,1.0,0.5031741788830386
12437.0,2,18,798.5,0,14.615,120,1,14.213970585272616,2923,119,18,798.5,3.9925,18.0,0.0,5.144420966972583,0.2731782415326719,18,10,329,331,329,19.352941176470587,0.0547112462006079,0.649776442965161
12438.0,14,2,381.7,0,12.040816326530612,48,1,8.729519025669427,1180,84,2,381.7,3.894897959183673,40.0,0.06,5.982946080645666,0.3234745762711864,2,2,125,140,125,125.0,0.016,0.5577728818469608
12441.0,367,1,40.71,1,11.0,25,1,9.348796714016194,121,11,1,40.71,3.700909090909091,18.0,0.42,4.959059294957975,0.33644628099173557,1,1,0,367,0,0.0,1.0,0.6210559264010799
12442.0,3,1,40.08,0,15.166666666666666,25,1,8.621678104251709,182,12,1,40.08,3.34,28.0,0.39,7.822651259469051,0.2202197802197802,1,1,0,3,0,0.0,1.0,0.37857101020685724
12444.0,21,5,1119.1299999999999,0,6.52542372881356,24,1,4.339391186626313,1155,138,5,1119.1299999999999,6.32276836158192,40.0,0.0,7.0508972444448945,0.9689437229437229,5,5,149,171,149,37.25,0.03355704697986577,0.7853495293266375
12445.0,22,1,31.95,0,15.5,24,2,10.63014581273465,62,4,1,31.95,7.9875,28.0,1.25,13.341999787638034,0.5153225806451612,1,1,0,22,0,0.0,1.0,0.5569307013157787
12446.0,58,1,248.1,0,6.068965517241379,12,1,3.3290959152336197,352,58,1,248.1,4.277586206896552,14.95,0.0,3.6684320998739177,0.7048295454545455,1,1,0,58,0,0.0,1.0,0.9162789809049762
12447.0,243,1,92.93,1,7.3076923076923075,12,2,3.426592835680723,190,26,1,92.93,3.5742307692307693,15.0,0.85,3.2914217877104996,0.48910526315789477,1,1,0,243,0,0.0,1.0,0.8328779938309546
12448.0,44,1,130.94,0,11.045454545454545,24,1,7.319102681972979,243,22,1,130.94,5.951818181818182,65.0,0.19,14.41783473485386,0.5388477366255144,1,1,0,44,0,0.0,1.0,0.3860346335379627
12449.0,22,4,705.69,0,8.13089005235602,24,1,4.51647728859276,1553,118,4,705.69,3.694712041884817,18.0,0.18,3.1349560218205554,0.45440437862202193,4,4,164,187,164,54.666666666666664,0.024390243902439025,0.8935311578617695
12450.0,156,2,12.94,1,16.0,40,6,10.954451150103322,128,7,2,12.94,1.6175,2.55,0.83,0.6145555885585708,0.10109375,2,2,17,173,17,17.0,0.11764705882352941,1.0018236668110372
12451.0,11,5,867.33,0,18.573446327683616,120,1,15.647551410460464,6575,265,5,867.33,2.450084745762712,40.0,0.12,3.4805707167136073,0.13191330798479087,5,4,313,325,313,78.25,0.01597444089456869,0.5468242553617793
12452.0,17,2,98.67,0,8.409090909090908,24,2,5.957461035654533,185,21,2,98.67,4.485,40.0,0.42,8.227890286788503,0.5333513513513514,2,1,0,17,0,0.0,2.0,0.4860265846919679
12453.0,134,1,102.91,1,11.0,25,2,7.171371656006361,473,43,1,102.91,2.393255813953488,6.75,0.42,1.773552690868479,0.21756871035940803,1,1,0,134,0,0.0,1.0,0.8628845674477129
12454.0,56,1,109.23,0,67.06666666666666,288,10,76.03332602659617,1006,15,1,109.23,7.282,41.75,1.25,9.892705970995571,0.10857852882703778,1,1,0,56,0,0.0,1.0,0.6685207531893418
12455.0,73,6,285.6,0,23.211111111111112,288,1,35.49885088959778,2089,85,6,285.6,3.173333333333334,28.0,0.42,5.759212844154109,0.13671613212063188,6,5,223,297,223,44.6,0.026905829596412557,0.46948267594175236
12456.0,44,3,453.07,0,13.064,72,2,10.966035540881261,1633,105,3,453.07,3.62456,40.0,0.19,6.337398024120707,0.2774464176362523,3,3,210,255,210,105.0,0.014285714285714285,0.4939843781248813
12457.0,66,7,332.14,0,13.396825396825397,100,1,17.5733850104949,844,53,7,332.14,5.2720634920634915,40.0,0.0,8.630776543152953,0.3935308056872038,7,3,172,239,172,28.666666666666668,0.040697674418604654,0.5474183175614941
12458.0,71,2,164.4,0,13.31578947368421,72,2,12.700511296704715,506,35,2,164.4,4.326315789473685,40.0,0.21,8.717355296019615,0.324901185770751,2,2,213,285,213,213.0,0.009389671361502348,0.4452153551744489
12461.0,94,2,149.06,1,8.2,24,2,4.451040856460694,287,35,2,149.06,4.258857142857143,40.0,0.19,6.7180414562879385,0.5193728222996515,2,2,60,155,60,60.0,0.03333333333333333,0.5518054245986751
12462.0,19,2,290.75,0,8.64516129032258,48,1,8.670841988713155,536,51,2,290.75,4.689516129032258,28.0,0.39,5.580461061925798,0.5424440298507462,2,2,284,303,284,284.0,0.007042253521126761,0.7126424858229998
12463.0,53,4,252.61,0,9.349397590361447,24,1,4.505914094587134,776,65,4,252.61,3.0434939759036146,18.0,0.39,4.075669459818224,0.3255283505154639,4,4,188,242,188,62.666666666666664,0.02127659574468085,0.5996241481045166
12464.0,10,8,343.15,0,3.8620689655172415,12,1,2.294778824247938,112,6,8,343.15,11.832758620689654,16.95,2.55,4.752729964791456,3.0638392857142853,8,5,299,309,299,42.714285714285715,0.026755852842809364,2.056894499326392
12465.0,17,2,129.72,0,10.191489361702128,48,2,7.778561110576384,479,46,2,129.72,2.76,15.0,0.42,3.1872340468759464,0.2708141962421712,2,2,152,169,152,152.0,0.013157894736842105,0.6591463407829348
12468.0,188,2,133.57,1,9.631578947368421,36,2,6.999695177268789,366,36,2,133.57,3.5149999999999997,18.0,0.42,4.263437738650742,0.3649453551912568,2,2,128,316,128,128.0,0.015625,0.6678144920739679
12471.0,2,30,1975.22,0,17.864923747276688,100,1,16.353065847214804,8200,150,30,1975.22,4.303311546840959,240.0,0.21,16.128795641182915,0.24088048780487806,30,12,362,365,362,12.482758620689655,0.08287292817679558,0.25123258149536615
12472.0,32,7,812.81,0,12.23598820058997,48,1,7.472062551203059,4148,219,7,812.81,2.397669616519174,18.0,0.12,3.1825685818372844,0.19595226615236258,7,7,336,369,336,56.0,0.020833333333333332,0.5732529113643238
12473.0,29,5,1398.0,0,14.455089820359282,96,1,12.33015042405548,2414,140,5,1398.0,8.37125748502994,549.34,0.19,53.51294739379108,0.5791217895608948,5,4,162,192,162,40.5,0.030864197530864196,0.15356457291801856
12474.0,17,18,1207.84,0,11.45260663507109,100,1,8.537823090112347,4833,253,18,1207.84,2.8621800947867295,35.95,0.04,4.171552452951582,0.24991516656321125,18,9,312,330,312,18.352941176470587,0.057692307692307696,0.5534469815061405
12475.0,54,1,105.88,0,14.86111111111111,100,2,19.058035842099002,535,36,1,105.88,2.941111111111111,18.0,0.04,3.2828879079056317,0.19790654205607475,1,1,0,54,0,0.0,1.0,0.6867121377802621
12476.0,16,11,1125.63,0,10.334763948497853,48,1,8.879433912334859,2408,177,11,1125.63,4.831030042918456,19.95,0.39,4.675623945450055,0.4674543189368771,11,9,345,361,345,34.5,0.03188405797101449,0.8511892418086155
12477.0,23,6,1314.96,0,12.176666666666666,120,2,13.186041655377357,3653,191,6,1314.96,4.3832,16.95,0.42,2.9816094776014976,0.359967150287435,6,5,278,302,278,55.6,0.02158273381294964,1.1008613538463896
12478.0,4,1,163.36,0,6.555555555555555,12,2,3.644521872967657,236,36,1,163.36,4.537777777777778,45.0,0.42,7.282563563985697,0.6922033898305086,1,1,0,4,0,0.0,1.0,0.5478711684760231
12479.0,11,1,82.72999999999999,0,12.419354838709678,24,2,6.825316566765173,385,31,1,82.72999999999999,2.6687096774193546,18.0,0.19,3.7011860638949097,0.21488311688311687,1,1,0,11,0,0.0,1.0,0.5676673165342325
12480.0,28,4,482.7,0,11.084415584415584,192,1,16.622667922806862,1707,129,4,482.7,3.1344155844155845,18.0,0.1,3.4335463453839283,0.2827768014059754,4,4,307,336,307,102.33333333333333,0.013029315960912053,0.7069770653641732
12481.0,23,10,739.4,0,15.25,75,1,12.178994497771326,3294,150,10,739.4,3.423148148148148,18.0,0.19,4.42954785831611,0.22446873102610806,10,7,342,366,342,38.0,0.029239766081871343,0.6304665208733944
12483.0,17,8,389.86,0,14.8,48,1,11.045361017187263,1110,46,8,389.86,5.198133333333334,40.0,0.19,9.79697287684056,0.35122522522522526,8,7,322,339,322,46.0,0.024844720496894408,0.4814435854037661
12484.0,33,6,1072.18,0,6.376093294460642,60,1,6.893187577994866,2187,256,6,1072.18,3.1258892128279885,28.0,0.19,3.646889207019471,0.49025148605395524,6,4,303,336,303,60.6,0.019801980198019802,0.6726842568370471
12488.0,10,3,205.41,0,9.618181818181819,36,2,7.10109774792526,529,46,3,205.41,3.7347272727272727,18.0,0.19,3.838459304414967,0.3882986767485822,3,3,65,76,65,32.5,0.046153846153846156,0.7718835765177218
12489.0,336,1,88.62,1,7.0,24,2,5.9281411203561225,105,15,1,88.62,5.908,18.0,0.42,5.402178396588863,0.8440000000000001,1,1,0,336,0,0.0,1.0,0.9228108987321931
12490.0,5,10,659.75,0,12.506122448979593,96,2,9.74074609530202,3064,131,10,659.75,2.692857142857143,18.0,0.19,3.507520608588369,0.21532310704960836,10,8,324,330,324,36.0,0.030864197530864196,0.5974142719894234
12491.0,39,1,87.8,0,10.0,72,2,13.475904422338413,260,25,1,87.8,3.376923076923077,18.0,0.65,3.657081644405297,0.3376923076923077,1,1,0,39,0,0.0,1.0,0.7251157129658408
12492.0,63,2,66.95,0,9.6,25,1,6.377592352175412,192,19,2,66.95,3.3475,18.0,0.42,5.168932369658677,0.34869791666666666,2,2,42,105,42,42.0,0.047619047619047616,0.5426384663356612
12493.0,166,2,94.8,1,9.409090909090908,36,1,6.925859691585765,207,20,2,94.8,4.309090909090909,18.0,0.83,5.56070474215609,0.4579710144927536,2,2,31,197,31,31.0,0.06451612903225806,0.656803053702853
12494.0,16,7,297.39,0,9.181818181818182,24,1,6.608860226455312,707,63,7,297.39,3.862207792207792,18.0,0.39,4.870591022003663,0.42063649222065064,7,6,349,366,349,58.166666666666664,0.02005730659025788,0.6578907945949197
12497.0,82,1,28.84,0,88.28571428571429,125,5,39.24563390008856,1236,14,1,28.84,2.06,18.0,0.42,4.614020439419901,0.023333333333333334,1,1,0,82,0,0.0,1.0,0.3669384574262185
12498.0,21,3,96.55,0,6.913043478260869,20,1,4.209437918408206,159,21,3,96.55,4.197826086956522,18.0,0.85,4.627646129043596,0.6072327044025158,3,2,36,58,36,18.0,0.08333333333333333,0.7459292909858091
12500.0,23,11,343.85,0,43.90163934426229,288,1,62.0093285772479,2678,34,11,343.85,5.63688524590164,21.95,0.19,6.265637382044917,0.1283980582524272,11,7,310,334,310,31.0,0.035483870967741936,0.7758280450152517
12501.0,337,1,359.49,1,11.966442953020135,60,1,9.30447154008785,1783,149,1,359.49,2.4126845637583894,18.0,0.19,2.783473581131085,0.20162086371284352,1,1,0,337,0,0.0,1.0,0.6376903424913324
12502.0,96,5,944.51,1,5.578231292517007,48,1,5.322381239231779,820,102,5,944.51,6.425238095238095,28.0,0.42,5.622699022021137,1.1518414634146341,5,5,214,310,214,53.5,0.02336448598130841,0.9701842215497843
